StartTime: 2021-09-13 17:08:01.572
address	Time(s)	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°) 
0x50	17:09:10.289	-0.0107	-0.0166	0.9941	2.0142	-1.7700	1.7700	-0.3845	0.4010	95.2844	0.0000 
0x50	17:09:10.364	-0.0059	0.0078	0.9937	-0.4272	0.9766	69.2139	-0.3516	0.3955	96.4105	0.0000 
0x50	17:09:10.364	-0.0078	-0.0093	0.9946	0.0000	0.1221	-0.6714	-0.3955	0.4340	97.9102	0.0000 
0x50	17:09:10.401	-0.0068	-0.0063	0.9941	0.0000	0.0000	0.0000	-0.3900	0.4340	97.8552	0.0000 
0x50	17:09:10.441	-0.0068	-0.0059	0.9941	0.0000	0.0000	0.0000	-0.3900	0.4285	97.8113	0.0000 
0x50	17:09:10.501	-0.0078	-0.0063	0.9941	0.0000	0.0000	0.0000	-0.3845	0.4285	97.7728	0.0000 
0x50	17:09:10.522	-0.0073	-0.0063	0.9941	0.0000	0.0000	0.0000	-0.3845	0.4285	97.7399	0.0000 
0x50	17:09:10.561	-0.0073	-0.0063	0.9937	0.0000	0.0000	0.0000	-0.3845	0.4285	97.7069	0.0000 
0x50	17:09:10.603	-0.0073	-0.0068	0.9937	0.0000	0.0000	0.0000	-0.3845	0.4285	97.6740	0.0000 
0x50	17:09:10.641	-0.0078	-0.0068	0.9937	0.0000	0.0000	0.0000	-0.3845	0.4285	97.6410	0.0000 
0x50	17:09:10.688	-0.0078	-0.0068	0.9941	0.0000	0.0000	0.0000	-0.3845	0.4285	97.6135	0.0000 
0x50	17:09:10.721	-0.0073	-0.0063	0.9937	0.0000	0.0000	0.0000	-0.3845	0.4285	97.5861	0.0000 
0x50	17:09:10.781	-0.0073	-0.0063	0.9941	0.0000	0.0000	0.0000	-0.3845	0.4285	97.5531	0.0000 
0x50	17:09:10.801	-0.0068	-0.0063	0.9937	0.0000	0.0000	0.0000	-0.3845	0.4285	97.5311	0.0000 
0x50	17:09:10.892	0.0537	0.3462	0.9077	40.9546	-24.2920	-53.9551	0.2362	0.0604	96.6742	0.0000 
0x50	17:09:10.892	-0.0044	0.1909	0.9907	15.1367	-15.6860	-88.9893	0.2417	0.1099	93.8782	0.0000 
0x50	17:09:10.941	0.0400	0.1313	0.9956	-0.4272	2.9297	-192.1997	0.2966	0.2856	87.4182	0.0000 
0x50	17:09:10.961	-0.0620	-0.2471	0.9966	0.9766	-0.6104	-314.8193	0.2307	0.7690	76.9977	0.0000 
0x50	17:09:11.002	-0.0684	-0.1191	0.9951	1.9531	-2.3804	-295.8374	0.0879	0.7800	65.8356	0.0000 
0x50	17:09:11.093	0.0469	-0.0957	0.9951	-0.3662	2.6245	-94.4824	-0.0659	0.7800	59.3427	0.0000 
0x50	17:09:11.094	0.1792	0.0054	0.9707	0.7935	3.7842	5.7983	-0.1154	0.9613	58.7164	0.0000 
0x50	17:09:11.121	-0.0117	-0.0039	0.9927	-0.1831	0.0000	0.1221	-0.1483	0.8899	59.3536	0.0000 
0x50	17:09:11.161	-0.0112	-0.0039	0.9941	-1.1597	0.0000	0.0610	-0.2032	0.8295	59.9084	0.0000 
0x50	17:09:11.201	-0.0278	0.0381	0.9941	-1.6479	-1.2817	103.0884	-0.1813	0.7581	63.1000	0.0000 
0x50	17:09:11.245	-0.0264	0.0684	0.9980	-0.4883	1.1597	96.1914	-0.1758	0.7745	66.6486	0.0000 
0x50	17:09:11.295	-0.1152	-0.2969	0.9995	-0.5493	-6.2866	-9.0332	-0.2307	0.5603	69.1370	0.0000 
0x50	17:09:11.321	0.0693	-0.0654	0.9941	-1.7090	-0.4272	74.7070	-0.3351	0.2637	70.9717	0.0000 
0x50	17:09:11.361	-0.0166	0.0757	1.0327	-46.9360	-3.7231	97.7783	-1.6205	0.0494	75.6134	0.0000 
0x50	17:09:11.401	-0.2544	-0.2080	1.1563	-112.9150	30.9448	169.6777	-4.7406	0.8350	81.4636	0.0000 
0x50	17:09:11.441	0.0479	0.1660	1.3081	-40.7715	61.9507	138.4277	-7.2839	4.2737	88.2202	0.0000 
0x50	17:09:11.496	-0.6147	0.0322	1.7012	-23.6206	126.4648	152.0386	-7.5861	9.5087	93.6914	0.0000 
0x50	17:09:11.522	-0.3164	0.2065	1.5059	15.0757	194.7632	35.5225	-6.7346	16.6003	95.0317	0.0000 
0x50	17:09:11.561	-0.4531	0.0532	1.2578	46.2646	189.9414	19.6533	-5.4657	23.6646	94.6362	0.0000 
0x50	17:09:11.601	-0.3481	0.1270	1.0776	138.9771	183.8989	136.7188	-1.0052	31.0858	96.8665	0.0000 
0x50	17:09:11.661	-0.4702	0.1406	0.9678	75.3784	150.5737	-43.5791	5.0867	37.0844	99.6240	0.0000 
0x50	17:09:11.681	-0.2334	-0.2520	1.1938	41.3818	87.5244	-98.2666	5.8118	42.1106	96.2787	0.0000 
0x50	17:09:11.745	-0.5991	-0.1943	1.1729	-97.5952	230.7739	-166.1987	-0.1483	47.8015	89.1815	0.0000 
0x50	17:09:11.762	-0.4189	-0.1670	0.9937	-199.5239	250.7324	22.5220	-11.6620	56.6675	81.5240	0.0000 
0x50	17:09:11.844	-0.1748	-0.0591	0.3564	-176.5137	202.4536	45.4712	-20.9674	65.1379	80.5463	0.0000 
0x50	17:09:11.844	-0.0693	0.1162	-0.8579	-45.5933	124.0845	96.3745	-25.4169	71.6583	81.2878	0.0000 
0x50	17:09:11.882	-0.3687	0.1958	-2.2939	-135.1929	-275.8789	-141.9678	-24.7137	71.8561	85.5505	0.0000 
0x50	17:09:11.939	-0.4375	0.2944	-1.1558	-87.0361	-393.0054	-114.9292	-30.9320	55.5029	88.4399	0.0000 
0x50	17:09:11.962	-0.4121	0.1733	-0.0171	308.4106	-265.8691	-44.0063	-26.4386	43.0994	93.0267	0.0000 
0x50	17:09:12.002	0.0542	-0.2275	1.0493	86.9751	-406.1890	-150.2075	-19.5392	30.0311	94.4989	0.0000 
0x50	17:09:12.042	0.4546	-1.2212	2.5918	-92.5903	-343.3838	-135.6201	-22.7582	12.2333	95.0482	0.0000 
0x50	17:09:12.135	0.5425	-0.7065	2.2251	44.0674	48.0957	45.4712	-21.5442	7.7454	96.6742	0.0000 
0x50	17:09:12.142	0.1270	-1.2388	1.7056	7.1411	155.5786	184.0210	-20.4401	12.4969	99.2065	0.0000 
0x50	17:09:12.161	-0.0796	-0.3037	1.1963	-170.4102	70.7397	113.7085	-23.4503	18.0780	103.3264	0.0000 
0x50	17:09:12.201	0.0269	-0.5151	1.0820	-147.7661	183.0444	117.9199	-27.3285	24.4226	105.8093	0.0000 
0x50	17:09:12.261	-0.1953	-0.2412	1.2134	-257.6904	164.4897	130.3711	-34.4421	32.1130	107.6770	0.0000 
0x50	17:09:12.330	-0.1411	-0.2676	1.4604	-164.3677	330.5054	174.8657	-43.8025	42.2314	105.9521	0.0000 
0x50	17:09:12.331	-0.4604	0.2065	0.7998	-3.6011	533.0200	264.7095	-55.4974	59.4690	94.6252	0.0000 
0x50	17:09:12.361	0.0615	0.4287	-0.3032	38.8794	594.7876	327.5757	-104.2163	76.9537	40.9296	0.0000 
0x50	17:09:12.422	-0.0049	1.0879	-2.0430	-71.5332	380.4321	119.0796	-167.7173	68.9886	-24.8621	0.0000 
0x50	17:09:12.441	0.3442	0.9639	-2.9189	-111.6333	-111.5112	-156.7993	-170.4144	64.0283	-21.2750	0.0000 
0x50	17:09:12.481	0.2461	0.3291	-2.2915	-103.9429	-418.5181	-155.1514	-150.4028	71.9550	7.1301	0.0000 
0x50	17:09:12.527	0.6758	0.4370	-1.2285	92.7124	-633.4839	-155.8838	-72.6581	73.5809	88.9948	0.0000 
0x50	17:09:12.562	0.6782	0.3149	0.5840	277.7710	-598.5107	-47.1802	-30.3607	56.0248	126.4801	0.0000 
0x50	17:09:12.602	0.2617	-0.6758	2.0991	-96.1304	-593.7500	-297.7905	-22.4725	30.4211	132.0392	0.0000 
0x50	17:09:12.641	0.2178	-0.9126	2.9043	2.0142	-233.7646	92.5293	-23.7909	13.9636	134.5386	0.0000 
0x50	17:09:12.722	0.0732	-0.2363	2.3813	-70.7397	-17.4561	20.2026	-26.9659	9.5306	137.4664	0.0000 
0x50	17:09:12.723	0.2266	-0.4043	1.6172	48.7671	147.7661	73.7305	-25.1971	13.9471	137.0160	0.0000 
0x50	17:09:12.761	-0.3921	-0.0571	1.4287	-132.7515	143.5547	92.8955	-28.0481	20.1105	137.6093	0.0000 
0x50	17:09:12.801	-0.5615	0.1992	1.0537	-172.3022	195.0073	40.1001	-35.3705	26.6583	135.0769	0.0000 
0x50	17:09:12.841	-0.6616	-0.0464	1.0049	-131.1035	274.1699	13.3667	-43.7201	34.5300	128.1500	0.0000 
0x50	17:09:12.920	-0.6528	-0.2563	0.7852	-120.4224	310.8521	11.8408	-54.2560	42.6270	117.3395	0.0000 
0x50	17:09:12.941	-0.4966	-0.2192	0.2783	-109.2529	315.1855	22.6440	-68.6261	48.7793	102.9584	0.0000 
0x50	17:09:12.981	-0.6455	0.0781	-0.6372	-117.7979	327.2705	75.8057	-86.2756	54.4867	85.9900	0.0000 
0x50	17:09:13.021	-0.4810	-0.1323	-0.8760	-19.1650	133.7891	-50.1099	-98.8605	54.6790	74.3005	0.0000 
0x50	17:09:13.061	-0.4082	-0.1963	-1.2368	-59.2651	-45.8984	-170.8984	-100.4205	49.6088	76.6187	0.0000 
0x50	17:09:13.109	-0.0093	-0.3618	-1.5889	-15.6250	-115.1733	-106.2622	-97.6025	43.5828	85.0507	0.0000 
0x50	17:09:13.162	-0.0068	-0.5171	-0.4028	177.1851	-95.8252	125.3052	-91.6370	44.1211	90.9668	0.0000 
0x50	17:09:13.181	-0.9316	-0.4341	0.8354	179.9927	-60.5469	217.2241	-82.4524	49.3671	96.3776	0.0000 
0x50	17:09:13.221	-1.9321	0.2212	1.3550	157.7759	26.3672	280.0293	-72.4109	58.2111	102.3267	0.0000 
0x50	17:09:13.261	-2.4136	1.0229	1.2612	75.1953	122.3145	165.2222	-64.8083	69.1589	106.9080	0.0000 
0x50	17:09:13.346	-1.4663	0.5586	0.6680	56.1523	186.3403	-20.5688	-75.4926	74.9652	94.9603	0.0000 
0x50	17:09:13.347	-0.6396	0.1699	-0.0830	100.0977	209.3506	14.7095	-103.7439	75.6189	64.6820	0.0000 
0x50	17:09:13.381	-0.0566	-0.1304	-1.0742	154.8462	27.1606	-26.6113	-122.1240	73.7402	42.7863	0.0000 
0x50	17:09:13.442	-0.2490	-0.8501	-1.2588	57.8613	-131.1035	-68.7256	-109.1766	73.5425	53.2507	0.0000 
0x50	17:09:13.461	-0.1816	-0.7700	-0.9297	1.7090	-287.0483	-5.0659	-86.0779	70.6421	77.5250	0.0000 
0x50	17:09:13.531	-0.2993	-0.2471	-0.7461	-40.6494	-512.0850	197.0215	-49.1583	67.3572	120.3662	0.0000 
0x50	17:09:13.542	-0.2041	0.3945	0.1250	120.2393	-444.8853	138.7939	-21.0333	56.1292	151.6223	0.0000 
0x50	17:09:13.582	-0.3086	0.6792	0.7241	61.0352	-365.8447	115.2344	-8.6133	42.8796	164.9542	0.0000 
0x50	17:09:13.621	0.1196	0.3579	0.8965	-9.9487	-293.8843	-25.6958	-6.0040	31.5143	170.6506	0.0000 
0x50	17:09:13.662	0.1294	0.2446	1.3691	-17.6392	-238.3423	-0.0610	-6.5753	20.9015	171.2714	0.0000 
0x50	17:09:13.733	0.2969	0.1865	1.1309	80.5664	-161.8042	-43.3350	-4.7900	12.3926	169.6234	0.0000 
0x50	17:09:13.741	0.1445	0.2183	1.5308	127.0752	-120.9717	-27.8931	-0.9998	6.0590	166.5417	0.0000 
0x50	17:09:13.781	-0.0156	0.3472	1.3584	196.0449	-40.2832	-16.1133	5.5756	2.6807	164.1412	0.0000 
