StartTime: 2021-09-13 17:08:01.572
address	Time(s)	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°) 
0x50	17:08:30.340	-0.5005	-2.5137	2.9434	157.2266	230.5908	124.6948	-45.5603	14.1339	-136.8018	0.0000 
0x50	17:08:30.401	-0.4121	-0.7227	1.7192	-305.7861	173.7061	140.8691	-49.0375	23.8403	-140.4053	0.0000 
0x50	17:08:30.466	-0.8647	0.3535	1.6050	-190.9790	302.6733	189.0869	-62.3694	32.6349	-146.6785	0.0000 
0x50	17:08:30.501	-0.2314	0.2104	0.6025	24.6582	457.3364	242.4927	-73.9655	45.6317	-162.5208	0.0000 
0x50	17:08:30.521	0.6616	-0.0747	-0.3340	43.5791	524.6582	303.4058	-94.4879	57.7167	166.7120	0.0000 
0x50	17:08:30.561	2.0205	1.7290	-3.7051	-187.2559	109.1309	-76.5381	-119.3719	55.9314	141.4490	0.0000 
0x50	17:08:30.601	0.9756	0.8267	-1.7241	145.2026	-398.7427	-101.5625	-107.7924	57.1674	157.1045	0.0000 
0x50	17:08:30.661	-0.2451	0.9590	1.0259	222.4731	-440.9790	-213.5620	-74.1962	53.7451	-173.7817	0.0000 
0x50	17:08:30.701	-0.1558	-1.1172	1.6201	-110.4736	-383.8501	-559.2041	-64.9512	34.0027	-163.6523	0.0000 
0x50	17:08:30.721	-0.8042	-3.6719	3.0415	-83.3740	-181.7627	-303.8330	-70.3400	10.1239	-159.7412	0.0000 
0x50	17:08:30.781	-0.1592	-2.8892	1.6274	2.9297	182.2510	258.9722	-68.2031	16.1389	-163.7787	0.0000 
0x50	17:08:30.844	-0.5815	-0.9292	1.2217	-233.7646	172.3633	161.5601	-76.0913	25.1367	-168.7225	0.0000 
0x50	17:08:30.844	-0.4277	0.1289	0.5029	-88.9893	327.3926	427.9175	-87.1710	37.5403	-179.7198	0.0000 
0x50	17:08:30.889	1.5640	0.9585	-1.1597	-67.6270	452.3926	593.8110	-110.0116	58.0078	150.6335	0.0000 
0x50	17:08:30.921	1.1357	2.7490	-2.5874	-56.2134	-132.8125	-329.4678	-116.6034	52.8387	148.8373	0.0000 
0x50	17:08:30.961	0.2168	0.5811	0.0034	234.3140	-264.4653	-395.9961	-95.5316	42.6105	167.1570	0.0000 
0x50	17:08:31.000	-0.0811	-0.6992	1.2988	219.8486	-271.9727	-618.5303	-79.2938	20.9729	178.1598	0.0000 
0x50	17:08:31.040	-0.1772	-3.5649	1.9268	-83.0688	-168.0298	-353.3325	-78.8654	-0.6757	-178.3521	0.0000 
0x50	17:08:31.080	0.3154	-3.4980	1.0010	-2.3804	60.5469	147.6440	-79.0137	0.3131	179.8462	0.0000 
0x50	17:08:31.121	-0.5352	-1.3623	0.9912	-157.0435	61.7676	208.1909	-83.9685	8.4650	178.3026	0.0000 
0x50	17:08:31.161	-0.7012	-0.3979	0.6191	-111.6333	196.5942	395.7520	-90.2362	21.5332	171.6888	0.0000 
0x50	17:08:31.201	0.5420	0.5776	-0.4580	-52.4902	336.4868	596.9238	-100.8600	42.2919	154.2371	0.0000 
0x50	17:08:31.262	0.6890	3.1172	-2.7446	-197.8149	-86.3647	-153.8086	-111.0608	45.7581	149.0515	0.0000 
0x50	17:08:31.301	0.0498	0.4194	0.1934	280.1514	-266.4185	-359.2529	-98.3826	35.2386	162.2845	0.0000 
0x50	17:08:31.321	0.0210	-2.8120	1.6411	167.1753	-259.5215	-501.8311	-82.4908	20.9509	173.5730	0.0000 
0x50	17:08:31.361	-0.6094	-3.4541	1.5752	-134.2163	-36.0718	-126.4648	-81.2164	4.8505	179.1321	0.0000 
0x50	17:08:31.401	-0.1250	-2.4121	0.7822	-100.1587	53.1006	289.0015	-83.1006	8.1464	177.0776	0.0000 
0x50	17:08:31.441	-0.6919	-0.7300	0.6260	-89.9048	177.1240	298.1567	-88.5168	19.3524	174.2816	0.0000 
0x50	17:08:31.498	-0.3213	0.0059	0.1406	-34.9731	278.9307	442.3218	-95.0867	32.2998	163.4546	0.0000 
0x50	17:08:31.520	1.0054	0.9160	-1.2524	-85.5713	296.9360	456.4819	-109.1382	47.9004	142.8497	0.0000 
0x50	17:08:31.561	0.5054	2.3330	-2.1182	-46.5698	-118.0420	-203.4302	-124.8376	52.4323	128.4796	0.0000 
0x50	17:08:31.601	0.0400	0.5928	-0.1592	169.0674	-281.7993	-384.9487	-111.2915	47.4500	144.1077	0.0000 
0x50	17:08:31.641	-0.2139	-0.8340	0.9907	208.9844	-298.6450	-546.8140	-91.9061	34.6179	162.1857	0.0000 
0x50	17:08:31.687	-1.0547	-3.0083	1.9312	-108.7036	-163.8184	-232.6050	-85.8032	17.6331	171.9250	0.0000 
0x50	17:08:31.742	-0.0483	-3.3032	0.8223	-24.7803	61.2793	186.3403	-86.7426	15.3149	171.3208	0.0000 
0x50	17:08:31.761	-0.8940	-1.2197	1.0107	-75.5005	137.3901	267.0898	-90.5603	24.0656	167.7448	0.0000 
0x50	17:08:31.801	-0.5137	-0.2666	0.5313	25.2075	323.3643	481.3232	-96.8280	38.2434	155.3687	0.0000 
0x50	17:08:31.877	1.0610	0.2334	-0.5669	12.2070	435.3027	586.1206	-116.5045	54.0417	125.3705	0.0000 
0x50	17:08:31.881	1.3398	2.8223	-2.8555	-290.4663	-44.9219	-262.5122	-138.9496	54.4208	106.3422	0.0000 
0x50	17:08:31.921	0.4951	0.7046	-0.5322	163.8794	-264.4043	-361.6333	-125.3870	49.6967	125.9692	0.0000 
0x50	17:08:31.981	-0.1445	-0.2012	0.8613	221.8018	-356.7505	-535.2783	-101.2335	39.9353	149.1998	0.0000 
0x50	17:08:32.001	-0.5928	-3.3042	2.1479	-86.5479	-263.8550	-468.2617	-89.0991	17.1167	164.5477	0.0000 
0x50	17:08:32.041	0.1304	-4.3027	0.9668	-20.0806	76.5381	148.1323	-91.3953	9.0253	166.6296	0.0000 
0x50	17:08:32.081	-0.6299	-1.1855	0.9453	-157.4707	103.8818	244.3848	-96.4984	18.7866	162.1637	0.0000 
0x50	17:08:32.121	-0.5527	-0.3672	0.6631	-143.3716	228.1494	331.9092	-105.8368	28.0316	151.8915	0.0000 
0x50	17:08:32.181	0.9028	0.1860	-0.1030	21.4844	448.9746	671.2036	-121.7944	41.6986	124.9585	0.0000 
0x50	17:08:32.200	2.0713	2.4639	-3.5249	-280.2734	34.3628	67.4438	-143.2452	46.0657	101.4917	0.0000 
0x50	17:08:32.241	0.6929	1.2578	-0.8765	164.6729	-252.7466	-323.1201	-133.3740	45.4779	116.5210	0.0000 
0x50	17:08:32.307	0.0698	0.2168	0.4482	244.0796	-367.6758	-400.2075	-109.3579	40.3967	139.2737	0.0000 
0x50	17:08:32.321	-0.3491	-2.5054	1.6958	192.3218	-290.3442	-603.8818	-89.8846	21.1597	158.0328	0.0000 
0x50	17:08:32.361	-0.3579	-4.1421	1.7363	-44.6167	-36.4380	-171.3257	-87.8412	6.5314	164.3774	0.0000 
0x50	17:08:32.401	-0.1030	-2.4609	0.9663	-152.9541	29.5410	215.3320	-89.9066	12.4475	162.4658	0.0000 
0x50	17:08:32.440	-0.5205	-0.9043	0.8418	-219.9097	77.0264	224.8535	-98.4979	19.8468	159.5270	0.0000 
0x50	17:08:32.496	-0.0522	0.1133	0.4526	-21.3623	373.7793	675.5981	-110.2698	36.8591	141.2677	0.0000 
0x50	17:08:32.521	2.2739	2.9497	-3.3691	-317.5659	201.4771	310.1807	-137.4774	48.7463	110.0281	0.0000 
0x50	17:08:32.561	0.3706	2.1973	-0.6484	148.0103	-180.0537	-448.2422	-125.2606	41.3855	132.6160	0.0000 
0x50	17:08:32.601	0.0610	0.3135	0.4912	349.6094	-283.3862	-528.2593	-102.4475	28.8391	151.9684	0.0000 
0x50	17:08:32.641	0.1577	-3.3452	2.1553	207.2754	-214.1113	-468.0786	-86.6162	7.2235	163.1140	0.0000 
0x50	17:08:32.681	0.9043	-4.7358	0.9507	-44.3115	50.9033	-94.1772	-88.8464	-2.7246	163.8501	0.0000 
0x50	17:08:32.730	0.0000	-2.0801	1.0249	-179.5044	10.3149	185.4248	-93.8617	4.0869	162.8009	0.0000 
0x50	17:08:32.762	-0.4155	-0.6680	0.6943	-240.2344	85.0830	285.0342	-103.3044	13.5681	158.4229	0.0000 
0x50	17:08:32.801	0.4243	0.4673	0.1206	-91.1865	312.9883	688.4766	-114.4885	31.2506	139.7736	0.0000 
0x50	17:08:32.841	-0.0107	2.6484	-1.1797	126.3428	-102.6611	-396.3623	-123.2172	32.9700	137.6862	0.0000 
0x50	17:08:32.881	-0.0068	0.0981	0.1567	346.0693	-161.3770	-445.3125	-109.8193	21.5717	150.0183	0.0000 
0x50	17:08:32.920	-0.0166	-3.0239	1.5522	133.1787	-167.8467	-429.4434	-96.5588	7.3499	159.7028	0.0000 
0x50	17:08:32.962	0.8110	-4.1133	0.6167	-36.9873	17.7002	-41.5649	-94.4769	-5.7898	164.4598	0.0000 
0x50	17:08:33.021	0.0249	-1.9526	0.6948	-169.4946	26.1841	204.9561	-97.0752	-2.4225	162.7515	0.0000 
0x50	17:08:33.043	-0.2861	-0.7725	0.5264	-220.5200	96.5576	294.6167	-104.4800	5.7294	158.7524	0.0000 
0x50	17:08:33.106	0.2061	0.3394	0.0059	-77.8198	288.7573	653.6865	-113.2361	19.1162	146.3159	0.0000 
0x50	17:08:33.121	1.2539	2.6338	-2.8857	-73.8525	84.8999	329.5288	-126.2439	34.5630	123.2007	0.0000 
0x50	17:08:33.181	0.2466	1.3604	-0.7695	193.6035	-242.3706	-302.9175	-125.0574	37.3810	124.1455	0.0000 
0x50	17:08:33.201	-0.3994	-0.1851	0.8828	174.3774	-337.2803	-544.4336	-107.5012	29.8004	141.9324	0.0000 
0x50	17:08:33.261	0.1157	-3.2603	1.2847	-48.0957	-232.5439	-600.5249	-100.1514	7.0697	159.3842	0.0000 
0x50	17:08:33.301	0.4873	-4.2949	0.7891	98.8770	54.0161	203.2471	-99.4098	-1.4063	163.8336	0.0000 
0x50	17:08:33.344	-0.2480	-1.6572	0.7090	-198.6084	-0.9155	203.6133	-101.0907	7.4817	160.9991	0.0000 
0x50	17:08:33.381	-0.4082	-0.5942	0.5820	-187.6831	127.9907	343.5059	-109.8303	15.9027	155.7587	0.0000 
0x50	17:08:33.421	0.7061	0.3101	-0.0444	13.6719	328.3691	786.0718	-120.4047	31.7065	136.0931	0.0000 
0x50	17:08:33.460	1.9795	1.7471	-3.3623	-7.7515	76.0498	418.9453	-138.8562	46.2140	104.3152	0.0000 
0x50	17:08:33.536	0.6909	1.0371	-0.9956	74.6460	-273.1323	-259.7046	-134.3079	49.3176	110.4510	0.0000 
0x50	17:08:33.541	-0.6230	0.2803	0.7227	63.4155	-385.9863	-433.4106	-113.1976	46.5985	134.5111	0.0000 
0x50	17:08:33.581	-0.7813	-1.3589	1.2754	-156.9824	-201.4160	-881.1646	-101.2280	26.6089	156.0718	0.0000 
0x50	17:08:33.621	-0.3018	-4.7588	0.6123	-84.8389	-6.9580	-160.4614	-103.1616	7.0477	164.0039	0.0000 
0x50	17:08:33.661	0.0923	-2.4946	0.3643	-26.1230	97.0459	335.3882	-102.2772	15.9192	158.1866	0.0000 
0x50	17:08:33.721	-0.3081	-0.7017	0.5996	-204.8340	120.2393	341.4917	-111.4014	26.1365	150.5182	0.0000 
0x50	17:08:33.741	0.5225	0.3350	-0.2939	38.8794	261.4136	755.2490	-126.1835	41.8744	128.1226	0.0000 
0x50	17:08:33.781	1.6152	2.4858	-3.3926	2.5635	-5.3101	312.6221	-145.2283	54.0198	98.4155	0.0000 
0x50	17:08:33.822	0.4077	1.1118	-0.4175	16.2354	-236.1450	-600.2808	-129.1882	49.3781	121.0034	0.0000 
0x50	17:08:33.861	-0.4292	-0.5293	1.2212	158.6914	-194.4580	-753.4790	-109.1547	29.4104	146.7499	0.0000 
0x50	17:08:33.906	0.2871	-3.8599	1.1035	-8.9111	-111.2671	-414.7949	-101.5466	6.5314	159.0051	0.0000 
0x50	17:08:33.941	0.3115	-3.8481	0.3818	76.1719	69.5801	235.0464	-101.6510	5.3723	158.7195	0.0000 
0x50	17:08:33.981	-0.0610	-1.3716	0.3501	-176.1475	83.1299	268.9209	-104.9139	15.6830	152.8528	0.0000 
0x50	17:08:34.020	-0.0615	-0.2310	0.4756	-73.4863	183.1055	489.9902	-113.4998	28.4711	141.0974	0.0000 
0x50	17:08:34.105	0.6992	0.5601	-0.7339	60.3027	191.8945	707.6416	-127.0239	47.5928	115.5762	0.0000 
0x50	17:08:34.105	0.8076	2.3169	-2.8384	-100.5249	-48.9502	31.7993	-137.7246	53.0585	104.5239	0.0000 
0x50	17:08:34.141	0.0991	0.7656	-0.8291	17.3340	-183.6548	-448.4253	-124.5300	46.3293	122.9260	0.0000 
0x50	17:08:34.181	-0.4883	-0.4194	0.8350	36.7432	-195.7397	-678.8330	-110.6268	28.5425	144.0363	0.0000 
0x50	17:08:34.220	0.1494	-3.4272	0.6665	-88.8672	-94.5435	-495.4834	-109.6820	7.2510	156.5662	0.0000 
0x50	17:08:34.263	-0.0273	-3.8662	-0.0649	-15.7471	10.8032	84.8389	-112.8900	5.0153	157.4835	0.0000 
0x50	17:08:34.328	-0.2690	-1.5259	0.1338	-91.1865	31.1279	261.9019	-114.7797	14.0405	151.7596	0.0000 
0x50	17:08:34.341	-0.4131	-0.4600	0.3320	-99.7314	79.5898	373.3521	-121.7010	24.2249	142.8223	0.0000 
0x50	17:08:34.381	0.5625	1.8408	-1.5815	-39.6729	106.8726	367.7368	-130.3088	37.3755	124.4531	0.0000 
0x50	17:08:34.421	0.0537	2.0425	-1.2407	-65.3076	-36.9873	-371.5210	-136.1865	36.9690	121.2616	0.0000 
0x50	17:08:34.461	-0.0342	0.0132	-0.2129	103.2104	-73.2422	-552.3682	-129.3915	25.7025	135.6097	0.0000 
0x50	17:08:34.518	0.1050	-1.8682	0.4292	131.4697	-26.0620	-587.0361	-120.6848	9.7614	149.7327	0.0000 
0x50	17:08:34.541	0.5024	-3.3521	0.2041	-63.7817	-34.8511	-184.4482	-118.0646	-5.4657	159.0326	0.0000 
0x50	17:08:34.581	0.4028	-2.6338	-0.2397	51.4526	29.2358	285.4004	-118.2349	-5.3888	158.8129	0.0000 
0x50	17:08:34.622	-0.3154	-1.4048	0.2813	-50.8423	36.3159	376.4648	-117.9492	5.0153	152.1881	0.0000 
0x50	17:08:34.661	-0.1279	-0.4478	0.2183	40.1611	185.3638	579.1016	-120.1190	19.0173	139.6143	0.0000 
0x50	17:08:34.721	0.4355	0.4946	-0.6416	94.1772	266.1133	669.0674	-127.7051	34.5795	116.3727	0.0000 
0x50	17:08:34.758	0.8237	1.7505	-2.4355	5.7373	119.0796	121.9482	-140.8392	42.6434	90.6097	0.0000 
0x50	17:08:34.781	0.6450	0.8662	-1.7007	62.9272	-150.6348	-246.2769	-139.5648	39.6606	92.5269	0.0000 
0x50	17:08:34.841	0.2271	0.4883	-0.4531	139.1602	-321.7163	-335.2051	-125.6396	37.2437	109.4952	0.0000 
0x50	17:08:34.861	-0.2983	-0.0713	1.2256	190.9790	-297.1191	-516.7236	-108.4076	28.7842	130.0671	0.0000 
0x50	17:08:34.902	0.4990	-3.7344	1.1348	48.0347	-160.2783	-451.7822	-97.8387	8.7946	144.2340	0.0000 
0x50	17:08:34.944	-0.3696	-3.4116	1.0864	12.5732	41.3818	87.3413	-99.6295	1.8018	149.4250	0.0000 
0x50	17:08:34.981	-0.3047	-1.7275	0.3516	-40.5884	62.0117	289.1846	-97.7014	11.4752	144.3109	0.0000 
0x50	17:08:35.021	-0.8652	-0.5801	0.4761	-47.4854	148.2544	343.9331	-101.6180	22.0880	138.8562	0.0000 
0x50	17:08:35.060	-0.0884	0.1104	-0.2935	85.9375	240.4785	543.7622	-106.6498	37.2821	124.8761	0.0000 
0x50	17:08:35.130	-0.0586	1.6670	-1.3652	-214.0503	74.6460	97.7173	-118.8995	48.1256	110.0720	0.0000 
0x50	17:08:35.141	-0.4463	1.0054	-0.6582	14.9536	-17.2119	-304.5044	-122.5360	43.0280	112.8296	0.0000 
0x50	17:08:35.181	-0.3643	-0.3696	-0.1558	72.8149	-54.0161	-463.0127	-115.1038	30.0092	123.6621	0.0000 
0x50	17:08:35.241	-0.2886	-2.3892	0.1885	-27.2217	-40.2832	-360.5957	-111.3849	15.7104	132.2534	0.0000 
0x50	17:08:35.261	-0.3896	-2.3887	0.0977	-37.8418	45.3491	-9.9487	-113.0109	10.9204	134.4891	0.0000 
0x50	17:08:35.301	-0.2861	-1.6094	-0.1992	-29.6021	50.7813	200.9888	-114.1864	15.3644	130.3967	0.0000 
0x50	17:08:35.368	-0.4766	-0.8931	-0.0840	-4.0283	87.7686	285.0342	-117.0154	23.1042	123.6731	0.0000 
0x50	17:08:35.381	-0.2261	-0.2061	-0.3291	34.1187	120.9106	392.7002	-121.0364	33.3435	111.9836	0.0000 
0x50	17:08:35.441	-0.1865	1.1953	-1.2178	-155.3955	27.9541	114.9292	-129.4849	39.9683	102.7277	0.0000 
0x50	17:08:35.461	-0.3647	0.8945	-1.1563	-33.5693	-42.2363	-169.7388	-132.1765	37.6392	106.1060	0.0000 
0x50	17:08:35.501	-0.4385	0.0571	-0.7012	83.2520	-121.2769	-292.9077	-125.6946	32.1954	116.6144	0.0000 
0x50	17:08:35.557	-0.3940	-1.1572	-0.0649	91.0645	-120.7275	-381.7139	-116.7792	23.3679	128.9026	0.0000 
0x50	17:08:35.581	-0.4233	-2.4165	0.6030	-26.3672	-78.2471	-193.8477	-114.4446	15.4413	137.3785	0.0000 
0x50	17:08:35.641	-0.4268	-1.9785	0.0630	-17.8833	47.9126	147.8271	-115.5817	18.0780	135.2417	0.0000 
0x50	17:08:35.661	-0.5654	-1.0527	-0.0337	-29.5410	59.0210	245.1172	-118.6908	25.1807	129.1003	0.0000 
0x50	17:08:35.701	-0.3633	-0.4482	-0.1641	54.7485	119.9341	390.8691	-122.9974	34.9036	117.1747	0.0000 
0x50	17:08:35.745	-0.0479	0.2910	-0.7939	76.9043	113.2813	447.7539	-131.6931	46.3129	98.5034	0.0000 
0x50	17:08:35.781	-0.2930	1.8555	-1.6147	-158.5083	-58.1665	-53.8330	-138.9661	49.4604	94.5428	0.0000 
0x50	17:08:35.864	-0.3965	0.8379	-0.7935	-7.4463	-105.6519	-412.4146	-130.0562	42.1106	111.2970	0.0000 
0x50	17:08:35.864	-0.2705	-0.4546	-0.1064	140.3809	-139.8315	-480.9570	-116.8231	29.8608	128.4686	0.0000 
0x50	17:08:35.902	-0.2061	-2.8608	0.7090	80.2002	-109.1919	-372.3755	-108.9679	15.8478	140.0262	0.0000 
0x50	17:08:35.941	0.0742	-2.1909	-0.0386	-37.5977	66.4063	111.7554	-108.2043	14.7821	139.9713	0.0000 
0x50	17:08:35.982	-0.4419	-1.3042	0.2749	-109.1309	33.5083	148.0103	-111.7310	18.5944	137.0160	0.0000 
0x50	17:08:36.021	-0.3989	-0.8447	0.1553	-39.8560	117.9199	327.5146	-116.8176	24.8730	131.0065	0.0000 
0x50	17:08:36.061	-0.2012	-0.0938	-0.3394	93.6279	190.0024	488.8306	-123.1567	35.3650	116.7133	0.0000 
0x50	17:08:36.171	0.0288	0.5996	-1.2891	182.7393	142.8833	482.6050	-132.2699	46.6919	93.8892	0.0000 
0x50	17:08:36.172	0.0264	1.3223	-1.9961	-20.4468	10.9863	-27.7710	-142.0807	51.4764	76.5747	0.0000 
0x50	17:08:36.201	-0.1445	0.7173	-1.0327	67.1387	-178.4058	-162.2314	-137.8400	50.0317	82.8918	0.0000 
0x50	17:08:36.241	-0.5034	0.0601	-0.0474	43.3960	-303.5278	-256.2866	-123.5413	50.1910	99.8492	0.0000 
0x50	17:08:36.301	-0.5767	-1.6792	0.6538	-53.5889	-235.5347	-474.7314	-108.0341	42.1545	121.1407	0.0000 
0x50	17:08:36.321	-0.9854	-2.5869	1.2124	-149.0479	-78.2471	-199.5850	-105.1941	28.9984	135.7855	0.0000 
0x50	17:08:36.361	-0.4600	-2.1211	0.2554	5.7373	77.5757	163.4521	-106.2048	29.4873	134.6375	0.0000 
0x50	17:08:36.401	-0.6226	-1.0059	0.3027	-115.2344	59.2041	156.7993	-110.9125	34.3433	130.1276	0.0000 
0x50	17:08:36.441	-0.6084	-0.5454	0.1499	-20.6909	131.1035	306.8848	-118.5754	40.4736	121.8604	0.0000 
0x50	17:08:36.481	-0.1743	0.0479	-0.3506	128.6011	205.3833	527.3438	-130.3363	50.6030	101.0248	0.0000 
0x50	17:08:36.547	0.3838	1.1973	-1.4570	-51.8188	165.3442	275.2075	-151.7267	55.6842	72.1692	0.0000 
0x50	17:08:36.561	0.3057	1.3960	-1.6880	-32.8369	-56.0303	-176.9409	-158.3954	53.2123	68.2471	0.0000 
0x50	17:08:36.601	-0.0854	0.3457	-0.6992	33.0811	-229.1260	-314.0869	-144.8492	52.9211	86.0999	0.0000 
0x50	17:08:36.641	-0.5908	-0.7295	0.2324	-23.4375	-254.4556	-536.1328	-123.9752	48.3289	113.3405	0.0000 
0x50	17:08:36.682	-1.0239	-2.8589	0.9316	-114.0747	-138.6719	-394.5313	-113.5547	33.2886	134.9396	0.0000 
0x50	17:08:36.741	-0.7046	-2.4106	0.3501	82.6416	87.4634	188.7207	-111.6046	31.0034	137.8784	0.0000 
0x50	17:08:36.783	-0.6699	-1.1328	0.0024	-72.8760	59.2041	124.2676	-114.8730	35.7111	132.0062	0.0000 
0x50	17:08:36.801	-0.7876	-0.6147	0.2393	-65.9790	104.2480	184.5703	-121.5912	39.1058	125.6561	0.0000 
0x50	17:08:36.841	-0.2949	-0.0361	-0.1724	48.8281	195.7397	360.4736	-131.0504	44.9286	109.7864	0.0000 
0x50	17:08:36.881	0.3066	2.1113	-1.2217	-69.4580	181.6406	168.2739	-145.5853	46.6534	91.6919	0.0000 
0x50	17:08:36.921	0.2183	1.0488	-1.3071	36.8042	-35.6445	-273.9258	-144.6735	41.7096	94.0375	0.0000 
0x50	17:08:36.975	-0.3813	-0.4585	-0.3442	207.5806	-172.4243	-293.9453	-130.3253	38.0347	108.4186	0.0000 
0x50	17:08:37.001	-1.0425	-2.0347	0.5864	84.5337	-157.8979	-290.4053	-117.6306	31.4319	123.0579	0.0000 
0x50	17:08:37.040	-0.9634	-2.9678	0.5557	0.2441	18.4937	34.1797	-114.0051	28.6578	127.3975	0.0000 
0x50	17:08:37.080	-0.7388	-1.5308	0.0547	-93.0786	57.9224	142.8223	-117.9822	32.1240	123.3435	0.0000 
0x50	17:08:37.121	-0.7700	-0.7930	0.0786	-100.1587	75.5615	211.8530	-125.4089	36.8866	116.5594	0.0000 
0x50	17:08:37.224	-0.3867	-0.1431	-0.0928	-51.3916	133.3618	361.3892	-137.0984	43.6212	101.7059	0.0000 
0x50	17:08:37.224	0.3115	0.8828	-0.8481	-178.2837	126.7090	270.0195	-155.1379	46.8732	83.4961	0.0000 
0x50	17:08:37.241	0.1079	1.8989	-0.9785	-246.1548	-9.8877	-239.0747	-161.9769	43.8794	89.1046	0.0000 
0x50	17:08:37.281	-0.3535	0.7813	-0.7300	72.2046	-73.7305	-403.5645	-150.6445	40.1111	106.7212	0.0000 
0x50	17:08:37.321	-0.6440	-0.7046	-0.0879	138.1836	-66.6504	-622.6196	-132.9675	29.1412	128.5126	0.0000 
0x50	17:08:37.361	0.1533	-2.8735	-0.2026	-75.0122	-20.2637	-454.7119	-128.2379	13.1946	144.5746	0.0000 
0x50	17:08:37.405	0.2017	-2.4692	-0.5952	-21.4844	17.7002	91.0034	-130.3857	12.0026	145.4041	0.0000 
0x50	17:08:37.441	-0.0503	-1.2290	-0.4834	-75.3174	-48.8892	149.4141	-132.5116	17.3254	141.6193	0.0000 
0x50	17:08:37.501	-0.2510	-0.7559	-0.2432	-78.4302	-75.0732	222.9614	-136.6974	24.2908	138.4222	0.0000 
0x50	17:08:37.521	-0.5020	0.4014	-0.3989	122.2534	-70.2515	475.8911	-140.8337	36.8152	127.2876	0.0000 
0x50	17:08:37.598	-0.5371	1.1602	-0.7217	123.1689	-42.4805	308.3496	-146.5247	48.4717	110.8136	0.0000 
0x50	17:08:37.602	-0.4634	0.9863	-0.8403	118.8965	-32.8369	3.5400	-149.6997	53.9209	100.8380	0.0000 
0x50	17:08:37.641	-0.5571	0.3755	-0.4990	146.3013	-82.7637	-130.4932	-142.2949	53.8715	104.9359	0.0000 
0x50	17:08:37.681	-0.7002	-0.3638	-0.0151	160.3394	-139.2212	-196.4111	-128.1885	53.1024	115.2466	0.0000 
0x50	17:08:37.721	-0.9414	-1.5151	0.3652	-7.2021	-105.7739	-339.7827	-113.8129	47.1808	130.0452	0.0000 
0x50	17:08:37.784	-0.9243	-1.8252	0.5054	-69.7632	-30.0293	-160.7056	-108.8141	38.2489	139.7076	0.0000 
0x50	17:08:37.801	-0.6768	-1.5752	0.0981	-17.5781	21.5454	23.9868	-109.1711	35.2881	141.6028	0.0000 
0x50	17:08:37.842	-0.7031	-1.0605	0.1113	-84.2285	19.2261	41.9922	-111.0278	36.4142	140.3394	0.0000 
0x50	17:08:37.881	-0.6992	-0.7573	0.0508	-81.6650	28.8696	120.4834	-115.3784	38.6444	138.1586	0.0000 
0x50	17:08:37.920	-0.5938	-0.3965	-0.1328	-62.5610	41.1377	203.4302	-121.0638	43.8190	132.7698	0.0000 
