StartTime: 2021-09-13 17:08:01.572
address	Time(s)	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°) 
0x50	17:19:05.470	-0.3208	-0.7129	-0.6294	-0.0610	-0.0610	-0.1221	-131.3525	18.5889	167.5360	0.0000 
0x50	17:19:05.470	-0.3193	-0.7104	-0.6309	0.3052	0.2441	0.0000	-131.3525	18.5834	167.5360	0.0000 
0x50	17:19:05.470	-0.3203	-0.7139	-0.6230	0.0000	0.0610	0.0000	-131.3525	18.5834	167.5360	0.0000 
0x50	17:19:05.470	-0.3198	-0.7124	-0.6270	-0.2441	-0.1221	-0.1221	-131.3525	18.5834	167.5360	0.0000 
0x50	17:19:05.470	-0.3188	-0.7148	-0.6270	-0.1831	0.0610	0.0000	-131.3580	18.5834	167.5360	0.0000 
0x50	17:19:05.473	-0.3184	-0.7100	-0.6289	0.1221	0.1831	-0.0610	-131.3525	18.5834	167.5360	0.0000 
0x50	17:19:05.478	-0.3228	-0.7139	-0.6260	0.2441	0.0610	0.1221	-131.3525	18.5834	167.5305	0.0000 
0x50	17:19:05.484	-0.3208	-0.7129	-0.6274	-0.2441	-0.0610	-0.1221	-131.3525	18.5834	167.5360	0.0000 
0x50	17:19:05.488	-0.3184	-0.7139	-0.6274	-0.1221	0.0000	-0.1831	-131.3580	18.5834	167.5360	0.0000 
0x50	17:19:05.494	-0.3184	-0.7124	-0.6274	0.1831	0.4272	0.0000	-131.3525	18.5834	167.5305	0.0000 
0x50	17:19:05.499	-0.3188	-0.7114	-0.6265	0.1831	0.2441	0.1831	-131.3525	18.5834	167.5305	0.0000 
0x50	17:19:05.504	-0.3203	-0.7114	-0.6265	-0.3662	0.0000	0.0610	-131.3580	18.5834	167.5305	0.0000 
0x50	17:19:05.509	-0.3184	-0.7134	-0.6274	-0.0610	0.0000	0.0610	-131.3580	18.5834	167.5305	0.0000 
0x50	17:19:05.514	-0.3213	-0.7104	-0.6274	0.2441	0.3052	0.1831	-131.3580	18.5834	167.5305	0.0000 
0x50	17:19:05.519	-0.3188	-0.7119	-0.6255	0.3052	0.0610	-0.1221	-131.3525	18.5834	167.5305	0.0000 
0x50	17:19:05.524	-0.3179	-0.7134	-0.6289	-0.2441	-0.3662	-0.0610	-131.3580	18.5834	167.5305	0.0000 
0x50	17:19:05.529	-0.3174	-0.7124	-0.6318	-0.0610	-0.0610	0.0000	-131.3580	18.5834	167.5305	0.0000 
0x50	17:19:05.534	-0.3193	-0.7144	-0.6284	0.4272	0.0610	0.1221	-131.3525	18.5834	167.5305	0.0000 
0x50	17:19:05.539	-0.3213	-0.7124	-0.6270	0.1221	0.1831	0.0000	-131.3525	18.5834	167.5305	0.0000 
0x50	17:19:05.544	-0.3223	-0.7129	-0.6265	-0.4272	-0.1831	-0.1831	-131.3580	18.5834	167.5305	0.0000 
0x50	17:19:05.549	-0.3184	-0.7139	-0.6289	-0.1221	-0.3052	-0.1221	-131.3580	18.5834	167.5305	0.0000 
0x50	17:19:05.554	-0.3164	-0.7104	-0.6284	0.4272	0.1831	0.0610	-131.3525	18.5834	167.5305	0.0000 
0x50	17:19:05.559	-0.3213	-0.7114	-0.6250	0.4272	0.1831	0.0000	-131.3525	18.5834	167.5305	0.0000 
0x50	17:19:05.564	-0.3203	-0.7158	-0.6270	-0.3052	-0.2441	-0.1221	-131.3525	18.5834	167.5305	0.0000 
0x50	17:19:05.569	-0.3179	-0.7139	-0.6265	-0.3052	-0.1221	0.0000	-131.3525	18.5834	167.5305	0.0000 
